Unnamed: 0,Venue Name,Text,Sentence Count,Sentences,Word Count,Review ID,Gold Aspect Labels,Gold Sentiment Labels
12229,Aran Irish Pub,Location and surroundings really great. Atmosphere and offer typical of a pub. The service is a disaster. Service is rude and outrageous to naughty. Never again !!! Management would be well advised to monitor and train its staff.,6,Service is rude and outrageous to naughty.,7,463374,,
12819,Locatie NRD," Affordable, unusual, yet good!

Who does not know that: on a city tour, the train to the plane late and the day …",2," Affordable, unusual, yet good!",7,5349,,
13177,Athene,"Athene is not customer oriented. If you decide to take a monthly withdrawal, you get the wrong forms. They do not call to tell you. One and a half weeks later you get a letter telling you this. You have to ask for a new form, fill it out …",5,Athene is not customer oriented.,5,176376,,
15002,Senses by Lard Bertelsen," Both food and service are satisfactory. The menu is not fixed and seems to change at the discretion of the chef, but all were novel and delicious. I am willing to visit again …",3,Both food and service are satisfactory.,6,14091,,
15537,Kom-eet," Very friendly staff. Every now and then mistakes happen with the order, but you can't blame people for that as they haven't quite mastered Dutch yet. If I had a job where the clientele only speaks Urdu, Farsi, Russian …",3,"If I had a job where the clientele only speaks Urdu, Farsi, Russian …",15,345917,,
16243,Burger Fabriek," If you like burgers, you've come to the right place. Haven't eaten such good burgers with fries in a long time. The ambience is exciting and a bit small, but somehow it fits. Price / performance ratio for the quality …",4,"The ambience is exciting and a bit small, but somehow it fits.",13,495429,,
16843,Golden Brown Bar,"Food is tasteful Thai+. The same you can score at a take away, but presented om a nice platter in a nice atmosphere. Just be prepared to wait for a loooooong time i.e. approximately 1.5 hours. Happened to me three times already.  But staff is nice and friendly and food nice.",6,Food is tasteful Thai+.,5,253765,,
17470,L'arco Pizzeria," Quality meat and fish, courtesy, professionalism and excellent management. Recommended to everyone. Excellent value for money …",3," Quality meat and fish, courtesy, professionalism and excellent management.",11,85830,,
18285,Frenzi,"Generous portions all prepared with much love. Interesting Mediterranean menu, very friendly price. Good wines and good service. I already booked my next visit.",4,"Interesting Mediterranean menu, very friendly price.",7,354098,,
21756,Rayleigh & Ramsay,Fantastic concept. Not a huge wine drinker myself because I often end up feeling overcharged for mediocre wine. Here you can try a lot of wines in the blink of an eye and find a bunch of great ones. The wine isn't necessarily cheap but …,4,The wine isn't necessarily cheap but …,8,544730,,
21947,Door 74,"A heaven of chic in a lousy street.
Here you will find an always impeccable service, a cocktail menu worthy of international level that changes every season and pristine ingredients. …",3,A heaven of chic in a lousy street.,8,144167,,
24952,Soi 74,"Clearly stated I wanted a prawn green curry. Prawns got forgotten and when I asked the waitress, she offered no apology whatsoever and brought out some MICROWAVED prawns in a seperate bowl!!!!! Unacceptable service and she remained rude up …",3,Clearly stated I wanted a prawn green curry.,8,207626,,
25356,Par Hasard,"Amazing flavourful fries, nice service lovely atmosphere! The truffle sauce was incredible :) this restaurant is not that close to the center of Amsterdam but the walk there is definitely worth it ;)",2,"Amazing flavourful fries, nice service lovely atmosphere!",9,163051,,
26463,Cafe de Zon," Nice service, good prices and fairly unpretentious atmosphere. Mainly locals go there, which gives the whole a very relaxed vibe. Tourists are very welcome, but overlook it if there is no market. Worth a visit! …",5," Nice service, good prices and fairly unpretentious atmosphere.",9,77237,,
26565,il Palio,"This is a hidden gem, found in Shelton.  The atmosphere is beautiful inside and out. Classy and elegant, yet not stuffy. The menu has something for everyone. However,  I had lots of questions because the menu is in Italian, at least the …",5,"Classy and elegant, yet not stuffy.",7,207213,,
26575,il Palio,"Came here for dinner and was blown away with everything I experienced. The food and drinks were exceptional, the service was top notch, and the atmosphere was elegant and classy. It's not a question of if I will be returning, it's when, highly recommend!",3,"The food and drinks were exceptional, the service was top notch, and the atmosphere was elegant and classy.",20,507962,,
26640,il Palio,"Wonderfully prepared food in a casually elegant atmosphere.
I've been here for several functions and recently tried the  Prix Fixe Lunch. It was great and surprisingly affordable.",3,Wonderfully prepared food in a casually elegant atmosphere.,8,622361,,
27475,CAU,This place is just amazing! The level of this restaurant is way some where else than other places around. The food was stunning! Best chicken salad in my life. Great service. A bit more expensive but worthy!,6,The food was stunning!,5,513945,,
27525,CAU,"Bad service, gave us a wrong starter, forgot a main dish, tried to charge us some beers that we didn't drink, and tried to charge the bill twice. Meal was really simple, basic cuisine, meat with a poor quality, could improve the empanadas, …",2,"Meal was really simple, basic cuisine, meat with a poor quality, could improve the empanadas, …",19,388799,,
28290,CAU,Excellent meat accurate service kind staff and good value for money in Amsterdam. …,2,Excellent meat accurate service kind staff and good value for money in Amsterdam.,13,32109,,
28384,Taj,"Outstanding Indian cuisine, good service, stylish interior. At that specific location you can't expect it to be cheap.",2,"Outstanding Indian cuisine, good service, stylish interior.",9,432785,,
29576,Café 't Loosje,Cool location. Tapas mix is ​​recommended. Price / performance ratio great. Great friendly and thoughtful staff. …,5,Great friendly and thoughtful staff.,5,294373,,
31281,Sarphaat," Messy, cheerless and uninterested. Music too loud for lunch and sandwiches not to come back for. …",3," Messy, cheerless and uninterested.",5,68078,,
31741,Brugzicht," Really such an old-fashioned café, where everyone knows each other. Cozy, familiar and secure. A neighborhood pub pur sang. …",4,"Cozy, familiar and secure.",5,214514,,
34655,Vegan junk food bar,Great food but terrible service. Delivery consistently much later than advertised (1hr plus on 35min delivery estimate).,2,Delivery consistently much later than advertised (1hr plus on 35min delivery estimate).,14,224417,,
34859,Vegan junk food bar," Above expectations. Simple entourage and good food.

 …",3,Simple entourage and good food.,5,467282,,
35753,Caf√© Monico,"Elegant art deco ambience with good variety cocktails. Helpful, friendly staff and conveniently located adjacent Gielgud Theatre. Good to pop in for pre or post show food and drink.",3,Elegant art deco ambience with good variety cocktails.,8,232076,,
