,Name,Sentiment,Text,Label
543769,Tia Rosa,positive,(Translated by Google) Fine service and delicious food!  (Original) …,1
704752,Orontes,positive,"Really tasty food, nice atmosphere, bit expensive, but worth it!",1
166796,Kebab House,negative,Thick insufficient yallah …,0
360365,Brasserie Ambassade,positive,So glad I choose this restaurant.,1
567141,SkyLounge,positive,Marshall at the front seat was incredible.,1
67179,Bierfabriek,positive,Best chicken ever,1
803603,New York Pizza,negative,The food is so so...,0
317055,Destra del Ponte,positive,(Translated by Google) Very cozy Italian restaurant with extremely friendly service.,1
593443,al B√†caro,positive,(Translated by Google) We ate pasta with sauce and meat.,1
745845,The Butcher Social Club,negative,…,0
730772,Polder,positive,(Translated by Google) Always a party to be here! Nice rooms for intimate parties! …,1
229721,Hoppa!,positive,The driver was waiting in the arrivals hall with a card and we were …,1
142751,Tapas Cafe Duende,positive,Thanks for everything.,1
318510,Oriental City,positive,"Great Food, Wonderful service, Perfect atmosphere 😊👍🏽",1
428335,Sal Gorda,positive,All …,1
47370,Casa Peru,positive,(Translated by Google) Really enjoyed it  (Original) Erg genoten,1
634904,Lime Bar,positive,D is the best bartender and very beautiful.,1
629196,De Bekeerde Suster,negative,Generally a nice bar with a fabulous beer selection of which some are brewed in house.,0
253212,De Ysbreeker,positive,The staff is neat and helpful.,1
813223,Mexico Boulevard,positive,Excellent decoration! Excellent margaritas.,1
256774,Down Town Burger,positive,The price was very reasonable.,1
13459,Aran Irish Pub,positive,…,1
373223,Nam Kee,positive,One of the best Chinese restaurants in Amsterdam.,1
156057,Bir Tat,positive,They use the well-known Turkish garlic sauce and sambal sauce.,1
267491,Pacific Parc,positive,(Translated by Google) awesome  (Original) geweldig,1
633636,Frens Haringhandel,positive,(Translated by Google) I live in Zandvoort where we have a top herring cart.,1
547529,Yo yo!,negative,"(Translated by Google) The staff was very slow, less than ten in front, but it took more than half an hour to do it.",0
738281,De Belhamel,positive,Perfect.,1
334840,Nacarat,positive,We had great experience our server was outstanding.,1
484879,Daalder,positive, (Original) …,1
27289,Door 74,positive,Classic speak easy bar,1
455753,Zurich,positive,"The breakfast was really good, all the moor food groups.",1
788633,Fiko,positive,For a side we had the bruschetta.,1
302155,Cafe Mamouche,positive,Very good and tasty food with mix of tastes and vegetables.,1
63707,Bagels & Beans,positive,I highly recommend 👍,1
301440,Mash,positive,Snackbar turned hipster hangout.,1
694024,Men Impossible,positive,Impossibly good! Should be called Man impossible since there's only one employee/owner!!! It's a wonder.,1
123778,Eersteklas Restaurant,positive,…,1
381913,The Butcher,positive,The space is small but well appointed and facing the kitchens.,1
770661,Caf√© Maxwell,positive,Please add more vegetables.,1
619807,Meet & Eat,negative,Meh,0
763633,Pipistrello,positive,The gnocci tartufo an …,1
166525,Kebab House,positive,This meal costed me 12Euros but there are some less expensive options available as well.,1
116491,Lucca Due,positive,"(Translated by Google) 100% recommended place, the pizzas are very good and the attention too.",1
762910,Greenwoods,positive,We went twice.,1
683202,Rosarium,positive,(Translated by Google) A very nice dinner with friendly service and high quality selection of dishes.,1
216981,Mossel & Gin,negative,(Translated by Google) No menu?,0
324348,Caf√© Thijssen,positive,Nice place,1
553845,Renato's pizzeria,positive,I have been coming to this place since I was a kid and they're pizza is the best pizza in the neighborhood.,1
518881,Irish pub St. James Gate,positive,Had a great time...,1
257646,Wild Bean Cafe,positive,Nice atmosphere.,1
4593,Warung Swietie Lelydorp,positive,(Translated by Google) Recommended !! Delicious food...,1
435391,Cannibale Royale du Nord,negative,(Translated by Google) Spare ribs are bad.,0
123919,Eersteklas Restaurant,positive,…,1
103893,La Zoccola del Pacioccone,positive,…,1
446348,Corner Bakery Amsterdam,positive,"(Translated by Google) Special place, photogenic food and also delicious  (Original) …",1
83620,de Veranda,positive,Also for late in the evening to drink a cup of coffee.,1
142840,Tapas Cafe Duende,negative,(Translated by Google) Poor.,0
4561,Warung Swietie Lelydorp,positive,Good price / quality ratio.,1
652270,Taco Mundo,positive,"Great food, great service, great view, great prices = a great dining experience.",1
247622,Susie's Saloon,negative, A group of 15 walked in and one bartender decided to go to lunch because of it.,0
303491,Boulevard Cafe,positive,Easy peasy,1
702441,Soup en zo,positive,Wonderful for a quick bite on the go.,1
159284,Greenwood Keizersgracht,positive,…,1
156449,Bir Tat,negative,(Translated by Google) Unfortunately I recently bought pide.,0
525268,Mata Hari,positive,(Translated by Google) We sat down for a drink late and were impressed by the jazz loose music that blended so well with the atmosphere.,1
564965,Wing Kee,negative,"There may be problems with places, if the season.",0
96296,Box Sociaal,positive,"We were 6, not many options for such a group.",1
125643,Pompa Tapas Bar,negative,Nice and large portions of food with an ok selection of drinks.,0
47986,Cafe Berkhout,positive,We’ve been coming to this places few days for the last month and we really like it.,1
237258,Coffeeshop Papillon,positive,First time visit.,1
509223,Bar Wisse,positive,"Very nice stuff, good food and beer options! Try it!",1
21809,Le Pain Quotidien,positive,(Translated by Google) Nice food good newspapers WiFi and staff  (Original) …,1
3464,FEBO Amsteldijk,positive,FEBO is a much better choice than McDonalds.,1
597019,"Waroeng ""adji""",positive, (Original) Heerlijk eten.,1
214329,Hummus Bistro D&A,positive,Very good !,1
388273,LAB 111,negative,They run interesting movies but the theater was very cold,0
693013,Locals Coffee,positive,Love this place! You should try Scrambled eggs with truffle.,1
757041,MOS,negative,Impressive view.,0
21272,Café De Blauwe Pan,negative,…,0
116769,Lucca Due,positive,"(Translated by Google) Perfect service, friendliness and a delicious meal.",1
549910,The Flying Dachman,positive,Cocktails were great.,1
191980,Ristorante Italiano Gustatio,positive,"(Translated by Google) Nice place, not great, friendly service, really Italian, delicious food …",1
159212,Greenwood Keizersgracht,positive,Delicious brunch next to the river!,1
160005,Grand Caf√© l'Opera,positive,(Translated by Google) Prices are okay.,1
633259,Frens Haringhandel,positive,kudos to those that …,1
595796,Burger King,positive,(Translated by Google) CLASSES ...,1
357217,Betsu Bara,negative,Therefore they did not have the best structure or a very surprising taste.,0
52606,J.D. William's Whisky Bar,positive,Excellent recommendation from the friendly staff.,1
663161,Kantjil & De Tijger,negative,This was our second time.,0
727080,The Lobby,negative,Very over priced and portion size was laughable.,0
372927,Water en Brood,positive,…,1
124116,Eersteklas Restaurant,positive,(Translated by Google) Had a lovely lunch  (Original) Heerlijk geluncht,1
34809,CAU,positive,Try an espresso martini!,1
329685,Ashoka,positive,Good food,1
518969,Irish pub St. James Gate,positive,Perfect,1
586850,Bar Botanique Cafe Tropique,positive,(Translated by Google) Main pub top service good food  (Original) …,1
173148,The uptown meat club,negative,"(Translated by Google) Ice cold, at 16 degrees and heavy rain, all doors are wide open and the air conditioning is running at full speed.",0
379630,Asian Kitchen,positive,Love to visit it again and again.,1
732185,The Bulldog - Mack Café,positive,…,1
130657,Poké Perfect,positive,My first poke bowl was here and this place has succesfully turned me into a Poke lover,1
135310,Shoarma Mesut 2,positive,Delicious dishes !!! …,1
326206,Bistro Bij Ons,positive,Great food and beer.,1
682050,Caldi e Freddi,positive,…,1
49265,Siberi√´ Coffeeshop,negative,(Translated by Google) Dutch atmosphere but the weed is not at the top  (Original) …,0
716398,"Denc, Dik & Cunningham",negative,Two seveurs for …,0
567265,SkyLounge,positive,The Skylounge Sour is great.,1
246603,Troost,positive,"A perfect bar, perfect beer with perfect people",1
430692,Mekhong River,positive,(Translated by Google) Important resources of the world  (Original) แหล่งทรัพยากรที่สำคัญของโลก,1
146386,Fantasia Trattoria,positive,otherwise 5 stars.,1
361615,Pasta Factory,negative,"Ok, but not up there.",0
404768,Caf√© de Hartjes,positive,It is a fantastic place.,1
102191,La Zoccola del Pacioccone,positive,I ordered the marinara pizza because I'm vegan ✌️,1
283655,El Torado Grill,negative, (Original) Καλό φαγητό μέχρι εκεί...,0
98464,Miu,positive,"5 rounds of food (salads, soups, dishes in sushi sauces, fried foods, noodles, dessert, in short, just about EVERYTHING! 🍱🍚🍜🍤🍣🥟🍧), 5 dishes per person and per round ...",1
107484,Koffiespot,positive,Excellent cappuccino and breads,1
177971,"Bagels & Beans Amsterdam, Bos en Lommerweg",positive,Great breakfasts.,1
570444,Pancake House,positive,"Had one , which was very filing, could not taste the sweet pancake.",1
506437,Caf√© Fest,positive,…,1
106744,Mastino,positive,Possibility to choose between lactose free and with cheese.,1
384401,Espresso Corner,positive,Prices are more than fair - in fact I would say below the usual expensive prices other cafe's charge.,1
558428,D√∂nerland Eethuis,positive,(Translated by Google) Good food.,1
636350,Park Plaza Brasserie,positive,So big that 3 courses of food can not be done without leaving food.,1
541334,Vascobelo V-bar,positive,Amazing atmosphere and delicious scones!,1
334877,Nacarat,positive,Perfect!!,1
261789,Caf√© de Pijp,positive,"Not the least expensive option, but high quality fare with flavor.",1
649446,Shabu Shabu,negative,Drinks don't come through either.,0
5451,Casablanca,negative,…,0
466159,Heffer,positive,Food was delicious both vegetarian and the salmon.,1
382342,Febo,positive,I would advise the sate burger from their menu.,1
803025,Greenwoods Keizersgracht,negative,"Inside the space was really loud, but the terrace has a great view.",0
143858,Los Pilones,positive,"It has always been a good and recommendable experience! Friendly service, unique products, delicious food, visit them, for sure you will …",1
544001,Saigon Caphe,negative,"Second time here, first time was not super, but wanted to give it another try.",0
705043,Orontes,positive, (Original) …,1
629830,Bakers and Roasters,positive,"The staff is friendly and helpful, the food is beyond amazing, very nice presentation, amazing flavor.",1
690424,Black and Blue,positive,"We went for the ribeye sharer; it was beautifully cooked and the sides are bottomless, not that we needed any more than we were first served.",1
314280,De Nieuwe Poort,positive,(Translated by Google) Great place to be.,1
551002,Bluebird Coffeeshop,positive,"Great chilled spot, good times guaranteed",1
641250,De Balie,negative,"Food was not that great, but interesting space!",0
229579,Hoppa!,negative, Their …,0
10768,Las Marias,positive,Small is beautiful.,1
653805,Taco Mundo,positive,The street corn is amazing!!,1
441286,Hap Hmm,positive,Vary fast service,1
216503,Mossel & Gin,positive,They also have a small but good selection of beer and wine.,1
4857,Restaurant Stedelijk,negative,…,0
30707,Baret,positive,One of my favorite places to visit once I'm in Amsterdam.,1
149391,Coffeshop Reefer,positive,Amazing place! We were treated well we got too high and they took care of us! Amazing nice people! The perfect place to try stuff!,1
667730,The Green House Pijp,positive,"The place looks cozy, and about the service, I think it depends on who's working when you coming",1
242117,Café Ons,positive,…,1
232047,Caffe Italia,negative,Went with a friend on a Saturday night.,0
